apparentTemperature,cloudCover,datetime,dewPoint,humidity,icon,precipIntensity,precipProbability,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
24.79,,2013-12-17 07:00:00,5.83,0.33,clear-night,0,0,,Clear,31.88,1387234800,0.0,4.346,20.0,10.01,7.86
25.13,0.88,2013-12-17 08:00:00,5.51,0.32,cloudy,0,0,1033.0,Overcast,31.88,1387238400,0.0,6.206,39.0,8.99,7.33
24.81,,2013-12-17 09:00:00,5.51,0.32,clear-night,0,0,,Clear,31.88,1387242000,,6.206,23.0,10.01,7.83
24.19,,2013-12-17 10:00:00,2.66,0.28,clear-night,0,0,,Clear,31.88,1387245600,,6.206,23.0,10.01,8.86
27.41,0.88,2013-12-17 11:00:00,3.26,0.27,cloudy,0,0,1034.0,Overcast,33.75,1387249200,1.0,6.206,17.0,10.01,7.3
29.52,,2013-12-17 12:00:00,2.89,0.26,clear-night,0,0,,Clear,34.59,1387252800,,6.206,15.0,7.01,5.72
30.48,,2013-12-17 13:00:00,2.89,0.27,clear-night,0,0,,Clear,33.75,1387256400,,6.206,36.0,4.99,3.65
31.02,0.88,2013-12-17 14:00:00,2.98,0.25,cloudy,0,0,1032.19,Overcast,35.15,1387260000,1.0,6.206,47.0,4.99,4.72
32.14,,2013-12-17 15:00:00,2.26,0.24,clear-night,0,0,,Clear,35.68,1387263600,,6.206,29.0,7.99,4.19
31.17,,2013-12-17 16:00:00,2.26,0.25,clear-night,0,0,,Clear,34.84,1387267200,,6.206,63.0,7.01,4.19
30.17,0.88,2013-12-17 17:00:00,3.37,0.28,cloudy,0,0,1033.4,Overcast,32.93,1387270800,0.0,6.206,55.0,4.0,3.15
29.91,,2013-12-17 18:00:00,2.9,0.31,clear-night,0,0,,Clear,29.91,1387274400,0.0,6.206,41.0,6.0,2.61
24.84,,2013-12-17 19:00:00,-0.45,0.25,clear-night,0,0,,Clear,31.03,1387278000,0.0,6.206,64.0,8.99,6.3
23.01,0.25,2013-12-17 20:00:00,-1.78,0.26,partly-cloudy-night,0,0,1035.69,Partly Cloudy,29.13,1387281600,0.0,6.206,54.0,7.01,5.76
21.24,,2013-12-17 21:00:00,-1.98,0.28,clear-night,0,0,,Clear,27.22,1387285200,0.0,6.206,42.0,6.0,5.23
16.81,,2013-12-17 22:00:00,-2.18,0.3,clear-night,0,0,,Clear,25.32,1387288800,0.0,6.206,51.0,7.99,7.86
14.47,,2013-12-17 23:00:00,-2.48,0.32,clear-night,0,0,1037.33,Clear,23.4,1387292400,0.0,6.206,36.0,10.01,7.86
14.87,,2013-12-18 00:00:00,-2.18,0.32,clear-night,0,0,,Clear,23.4,1387296000,0.0,6.206,37.0,10.01,7.33
13.19,,2013-12-18 01:00:00,-2.33,0.34,clear-night,0,0,,Clear,22.04,1387299600,0.0,6.206,32.0,10.99,7.37
13.02,,2013-12-18 02:00:00,-1.69,0.35,clear-night,0,0,1036.82,Clear,21.5,1387303200,0.0,6.206,34.0,10.01,6.79
12.32,,2013-12-18 03:00:00,-1.59,0.38,clear-night,0,0,,Clear,20.12,1387306800,0.0,6.206,27.0,8.99,5.76
14.21,,2013-12-18 04:00:00,-1.49,0.39,clear-night,0,0,,Clear,19.57,1387310400,0.0,6.206,22.0,4.99,3.65
12.84,,2013-12-18 05:00:00,-2.98,0.39,clear-night,0,0,1035.82,Clear,17.62,1387314000,0.0,6.206,0.0,3.11,3.11
10.37,,2013-12-18 06:00:00,-1.49,0.45,clear-night,0,0,,Clear,16.22,1387317600,0.0,6.206,340.0,4.0,3.65
11.78,,2013-12-18 07:00:00,-1.39,0.41,clear-night,0,0,,Clear,18.16,1387321200,0.0,6.206,324.0,12.01,4.23
11.09,,2013-12-18 08:00:00,-1.19,0.35,clear-night,0,0,1035.39,Clear,22.04,1387324800,,6.206,306.0,10.99,10.48
15.85,,2013-12-18 09:00:00,-1.34,0.32,clear-night,0,0,,Clear,24.24,1387328400,,6.206,334.0,14.0,7.37
18.55,,2013-12-18 10:00:00,-1.04,0.3,clear-night,0,0,,Clear,26.15,1387332000,,6.206,334.0,12.01,6.88
21.45,,2013-12-18 11:00:00,-0.79,0.27,clear-night,0,0,1034.42,Clear,28.87,1387335600,,6.206,326.0,10.01,7.37
23.25,,2013-12-18 12:00:00,-3.85,0.21,clear-night,0,0,,Clear,31.62,1387339200,,6.206,330.0,14.99,10.01
26.7,,2013-12-18 13:00:00,-4.25,0.2,clear-night,0,0,,Clear,31.88,1387342800,,6.206,328.0,10.99,5.26
30.17,0.25,2013-12-18 14:00:00,-1.74,0.22,partly-cloudy-day,0,0,1030.62,Partly Cloudy,32.93,1387346400,1.0,6.206,56.0,7.99,3.15
29.51,,2013-12-18 15:00:00,-3.3,0.21,clear-night,0,0,,Clear,32.93,1387350000,,6.206,136.0,7.01,3.68
27.36,,2013-12-18 16:00:00,1.93,0.28,clear-night,0,0,,Clear,31.56,1387353600,,6.206,87.0,6.0,4.19
28.83,0.5,2013-12-18 17:00:00,1.7,0.31,partly-cloudy-night,0,0,1029.53,Mostly Cloudy,28.83,1387357200,0.0,6.206,80.0,2.08,2.08
23.34,,2013-12-18 18:00:00,0.86,0.32,clear-night,0,0,,Clear,26.92,1387360800,0.0,6.206,98.0,4.99,3.15
25.55,,2013-12-18 19:00:00,1.1,0.34,clear-night,0,0,,Clear,25.55,1387364400,0.0,6.206,90.0,2.08,2.08
25.01,0.75,2013-12-18 20:00:00,2.15,0.37,partly-cloudy-night,0,0,1029.8,Mostly Cloudy,25.01,1387368000,0.0,6.206,87.0,2.61,2.61
22.5,,2013-12-18 21:00:00,2.43,0.41,clear-night,0,0,,Clear,22.5,1387371600,0.0,6.206,24.0,2.61,2.61
22.81,,2013-12-18 22:00:00,3.06,0.42,clear-night,0,0,,Clear,22.81,1387375200,0.0,6.206,92.0,4.0,2.12
18.67,,2013-12-18 23:00:00,1.95,0.4,clear-night,0,0,1030.73,Clear,22.81,1387378800,0.0,6.206,18.0,4.99,3.15
14.06,,2013-12-19 00:00:00,2.33,0.44,clear-night,0,0,,Clear,20.62,1387382400,0.0,6.206,13.0,4.69,4.69
16.64,,2013-12-19 01:00:00,2.14,0.42,clear-night,0,0,,Clear,21.73,1387386000,0.0,6.206,13.0,7.01,3.68
12.4,,2013-12-19 02:00:00,2.19,0.48,clear-night,0,0,1030.73,Clear,18.7,1387389600,0.0,6.206,31.0,7.99,4.23
13.77,,2013-12-19 03:00:00,1.1,0.43,clear-night,0,0,,Clear,19.84,1387393200,0.0,6.206,23.0,4.19,4.19
18.16,,2013-12-19 04:00:00,-0.25,0.44,clear-night,0,0,,Clear,18.16,1387396800,0.0,6.206,6.0,6.0,2.61
10.23,,2013-12-19 05:00:00,0.32,0.48,clear-night,0,0,1030.62,Clear,16.78,1387400400,0.0,6.206,0.0,7.99,4.19
9.9,,2013-12-19 06:00:00,-0.45,0.45,clear-night,0,0,,Clear,17.06,1387404000,0.0,6.206,10.0,6.0,4.69
13.51,,2013-12-19 07:00:00,0.12,0.44,clear-night,0,0,,Clear,18.2,1387407600,0.0,6.206,0.0,3.11,3.11
11.03,,2013-12-19 08:00:00,0.12,0.43,clear-night,0,0,1031.68,Clear,19.04,1387411200,,6.206,39.0,7.99,5.76
14.46,,2013-12-19 09:00:00,0.61,0.4,clear-night,0,0,,Clear,20.96,1387414800,,6.206,34.0,6.0,4.69
17.72,,2013-12-19 10:00:00,1.0,0.36,clear-night,0,0,,Clear,24.24,1387418400,,6.206,38.0,6.0,5.23
19.48,,2013-12-19 11:00:00,-0.06,0.32,clear-night,0,0,1032.13,Clear,26.15,1387422000,,6.206,55.0,7.99,5.76
24.86,,2013-12-19 12:00:00,0.43,0.28,clear-night,0,0,,Clear,29.4,1387425600,,6.206,43.0,7.01,4.19
25.49,,2013-12-19 13:00:00,0.19,0.27,clear-night,0,0,,Clear,29.95,1387429200,,6.206,31.0,4.99,4.19
27.74,,2013-12-19 14:00:00,-0.01,0.25,clear-night,0,0,1029.8,Clear,31.88,1387432800,,6.206,79.0,7.01,4.19
29.58,,2013-12-19 15:00:00,-1.65,0.23,clear-night,0,0,,Clear,32.42,1387436400,,6.206,68.0,4.0,3.15
28.31,,2013-12-19 16:00:00,-0.84,0.24,clear-night,0,0,,Clear,31.88,1387440000,,6.206,55.0,7.01,3.68
29.66,,2013-12-19 17:00:00,-0.94,0.26,clear-night,0,0,1030.78,Clear,29.66,1387443600,0.0,6.206,140.0,2.01,1.58
27.46,,2013-12-19 18:00:00,0.19,0.3,clear-night,0,0,,Clear,27.46,1387447200,0.0,6.206,161.0,1.04,1.04
29.4,,2013-12-19 19:00:00,1.91,0.3,clear-night,0,0,,Clear,29.4,1387450800,0.0,6.206,210.0,2.08,2.08
26.92,,2013-12-19 20:00:00,1.58,0.33,clear-night,0,0,1032.13,Clear,26.92,1387454400,0.0,6.206,191.0,2.08,2.08
23.64,,2013-12-19 21:00:00,3.35,0.41,clear-night,0,0,,Clear,23.64,1387458000,0.0,6.206,0.0,2.08,2.08
21.98,0.0,2013-12-19 22:00:00,2.8,0.43,clear-night,0,0,,Clear,21.98,1387461600,0.0,4.974,0.0,2.08,2.08
16.25,,2013-12-19 23:00:00,2.62,0.45,clear-night,0,0,1032.88,Clear,20.62,1387465200,0.0,4.974,0.0,3.11,3.11
15.97,0.0,2013-12-20 00:00:00,2.1,0.44,clear-night,0,0,,Clear,20.37,1387468800,0.0,4.974,0.0,3.11,3.11
18.81,,2013-12-20 01:00:00,3.65,0.43,clear-night,0,0,,Clear,22.88,1387472400,0.0,4.974,20.0,3.11,3.11
20.35,,2013-12-20 02:00:00,2.66,0.39,clear-night,0,0,1033.23,Clear,24.24,1387476000,0.0,6.206,30.0,3.11,3.11
13.06,,2013-12-20 03:00:00,1.29,0.45,clear-night,0,0,,Clear,19.22,1387479600,0.0,6.206,356.0,6.0,4.19
12.39,,2013-12-20 04:00:00,1.85,0.46,clear-night,0,0,,Clear,19.22,1387483200,0.0,6.206,333.0,6.0,4.72
15.32,,2013-12-20 05:00:00,2.14,0.42,clear-night,0,0,1033.23,Clear,21.73,1387486800,0.0,6.206,6.0,7.01,4.72
13.44,,2013-12-20 06:00:00,1.9,0.46,clear-night,0,0,,Clear,19.55,1387490400,0.0,6.206,15.0,4.19,4.19
17.86,,2013-12-20 07:00:00,2.71,0.51,clear-night,0,0,,Clear,17.86,1387494000,0.0,6.206,16.0,4.0,2.61
18.16,,2013-12-20 08:00:00,3.54,0.52,clear-night,0,0,1034.9,Clear,18.16,1387497600,,6.206,0.0,4.0,2.08
19.88,,2013-12-20 09:00:00,5.41,0.41,clear-night,0,0,,Clear,25.62,1387501200,,6.206,4.0,7.01,4.72
24.33,,2013-12-20 10:00:00,4.52,0.34,clear-night,0,0,,Clear,29.4,1387504800,,6.206,35.0,4.69,4.69
28.68,,2013-12-20 11:00:00,2.17,0.27,clear-night,0,0,1035.51,Clear,32.7,1387508400,,6.206,36.0,4.99,4.19
29.38,,2013-12-20 12:00:00,1.7,0.25,clear-night,0,0,,Clear,33.75,1387512000,,6.206,58.0,8.99,4.72
28.5,,2013-12-20 13:00:00,0.45,0.24,clear-night,0,0,,Clear,33.75,1387515600,,6.206,54.0,8.99,5.76
35.68,,2013-12-20 14:00:00,0.59,0.22,clear-night,0,0,1033.82,Clear,35.68,1387519200,,6.206,30.0,4.0,2.08
31.65,,2013-12-20 15:00:00,0.16,0.22,clear-night,0,0,,Clear,35.68,1387522800,,6.206,52.0,4.99,4.72
34.84,,2013-12-20 16:00:00,0.16,0.22,clear-night,0,0,,Clear,34.84,1387526400,,6.206,78.0,2.99,2.61
32.08,,2013-12-20 17:00:00,1.72,0.27,clear-night,0,0,1034.72,Clear,32.08,1387530000,0.0,6.206,110.0,1.04,1.04
29.91,,2013-12-20 18:00:00,2.9,0.31,clear-night,0,0,,Clear,29.91,1387533600,0.0,6.206,350.0,1.04,1.04
28.97,,2013-12-20 19:00:00,4.81,0.31,clear-night,0,0,,Clear,31.88,1387537200,0.0,6.206,333.0,3.15,3.15
27.16,,2013-12-20 20:00:00,4.34,0.37,clear-night,0,0,1036.13,Clear,27.16,1387540800,0.0,6.206,20.0,2.99,2.08
23.06,,2013-12-20 21:00:00,3.55,0.37,clear-night,0,0,,Clear,26.63,1387544400,0.0,6.206,11.0,3.11,3.11
23.37,,2013-12-20 22:00:00,4.52,0.35,clear-night,0,0,,Clear,28.58,1387548000,0.0,6.206,35.0,4.69,4.69
26.92,,2013-12-20 23:00:00,2.52,0.34,clear-night,0,0,1037.58,Clear,26.92,1387551600,0.0,6.206,34.0,2.99,2.61
26.39,,2013-12-21 00:00:00,2.05,0.34,clear-night,0,0,,Clear,26.39,1387555200,0.0,6.206,7.0,6.0,2.12
19.16,,2013-12-21 01:00:00,1.58,0.36,clear-night,0,0,,Clear,25.01,1387558800,0.0,6.206,33.0,6.0,4.72
20.1,,2013-12-21 02:00:00,1.86,0.34,clear-night,0,0,1037.33,Clear,26.68,1387562400,0.0,6.206,42.0,7.01,5.76
17.37,,2013-12-21 03:00:00,1.48,0.36,clear-night,0,0,,Clear,24.79,1387566000,0.0,6.206,38.0,7.99,6.3
19.41,,2013-12-21 04:00:00,1.53,0.38,clear-night,0,0,,Clear,23.4,1387569600,0.0,6.206,20.0,4.0,3.11
15.03,,2013-12-21 05:00:00,1.05,0.44,clear-night,0,0,1037.01,Clear,19.55,1387573200,0.0,6.206,350.0,3.11,3.11
14.52,,2013-12-21 06:00:00,1.95,0.45,clear-night,0,0,,Clear,19.84,1387576800,0.0,6.206,325.0,3.65,3.65
19.84,,2013-12-21 07:00:00,2.43,0.46,clear-night,0,0,,Clear,19.84,1387580400,0.0,6.206,344.0,4.0,2.61
13.82,,2013-12-21 08:00:00,4.1,0.5,clear-night,0,0,1037.07,Clear,19.84,1387584000,,6.206,350.0,4.99,4.15
18.09,,2013-12-21 09:00:00,4.39,0.41,clear-night,0,0,,Clear,24.55,1387587600,,6.206,5.0,6.0,5.23
22.06,,2013-12-21 10:00:00,2.71,0.33,clear-night,0,0,,Clear,28.32,1387591200,,6.206,31.0,6.0,5.76
30.8,0.25,2013-12-21 11:00:00,1.23,0.28,partly-cloudy-day,0,0,1037.01,Partly Cloudy,30.8,1387594800,1.0,6.206,23.0,4.0,2.61
33.23,,2013-12-21 12:00:00,0.77,0.25,clear-night,0,0,,Clear,33.23,1387598400,,6.206,41.0,4.0,2.08
35.15,,2013-12-21 13:00:00,0.96,0.23,clear-night,0,0,,Clear,35.15,1387602000,,6.206,257.0,2.99,2.61
35.68,0.75,2013-12-21 14:00:00,0.59,0.22,partly-cloudy-day,0,0,1034.0,Mostly Cloudy,35.68,1387605600,1.0,6.206,270.0,2.08,2.08
38.97,,2013-12-21 15:00:00,1.1,0.2,clear-night,0,0,,Clear,38.97,1387609200,,6.206,286.0,10.44,2.61
36.2,,2013-12-21 16:00:00,0.63,0.22,clear-night,0,0,,Clear,36.2,1387612800,,6.206,200.0,8.86,2.08
34.84,0.88,2013-12-21 17:00:00,3.08,0.26,cloudy,0,0,1034.0,Overcast,34.84,1387616400,0.0,6.206,191.0,2.08,2.08
29.25,,2013-12-21 18:00:00,6.15,0.33,clear-night,0,0,,Clear,32.08,1387620000,0.0,6.206,180.0,3.11,3.11
31.56,,2013-12-21 19:00:00,6.64,0.34,clear-night,0,0,,Clear,31.56,1387623600,0.0,6.206,170.0,2.08,2.08
30.21,0.88,2013-12-21 20:00:00,7.39,0.38,cloudy,0,0,1034.3,Overcast,30.21,1387627200,0.0,4.974,191.0,2.08,2.08
29.13,0.0,2013-12-21 21:00:00,6.66,0.38,clear-night,0,0,,Clear,29.13,1387630800,0.0,4.346,191.0,2.08,2.08
26.63,0.0,2013-12-21 22:00:00,6.06,0.41,clear-night,0,0,,Clear,26.63,1387634400,0.0,3.73,,2.01,0.0
24.17,,2013-12-21 23:00:00,6.39,0.46,clear-night,0,0,1034.42,Clear,24.17,1387638000,0.0,3.73,11.0,1.04,1.04
21.98,0.0,2013-12-22 00:00:00,6.66,0.51,clear-night,0,0,,Clear,21.98,1387641600,0.0,3.108,80.0,1.04,1.04
22.81,0.0,2013-12-22 01:00:00,7.47,0.51,clear-night,0,0,,Clear,22.81,1387645200,0.0,3.108,,0.0,0.0
22.27,,2013-12-22 02:00:00,7.52,0.53,clear-night,0,0,1033.82,Clear,22.27,1387648800,0.0,3.108,11.0,2.08,2.08
21.73,0.0,2013-12-22 03:00:00,6.66,0.52,clear-night,0,0,,Clear,21.73,1387652400,0.0,3.73,13.0,2.99,2.61
20.89,0.0,2013-12-22 04:00:00,5.37,0.5,clear-night,0,0,,Clear,20.89,1387656000,0.0,3.73,354.0,2.01,1.58
19.55,,2013-12-22 05:00:00,5.32,0.53,clear-night,0,0,1033.52,Clear,19.55,1387659600,0.0,4.974,341.0,4.99,2.08
19.84,,2013-12-22 06:00:00,5.32,0.53,clear-night,0,0,,Clear,19.84,1387663200,0.0,4.974,340.0,2.99,2.61
14.47,,2013-12-22 07:00:00,4.86,0.52,clear-night,0,0,,Clear,19.84,1387666800,0.0,6.206,18.0,6.0,3.68
19.01,0.88,2013-12-22 08:00:00,4.24,0.52,cloudy,0,0,1034.0,Overcast,19.01,1387670400,0.0,6.206,0.0,2.99,2.08
20.67,,2013-12-22 09:00:00,6.74,0.54,clear-night,0,0,,Clear,20.67,1387674000,,6.206,1.0,2.99,2.61
24.79,,2013-12-22 10:00:00,7.24,0.47,clear-night,0,0,,Clear,24.79,1387677600,,6.206,25.0,2.99,1.58
28.58,0.38,2013-12-22 11:00:00,6.48,0.39,partly-cloudy-day,0,0,1034.0,Partly Cloudy,28.58,1387681200,1.0,6.206,12.0,4.99,2.12
31.88,0.0,2013-12-22 12:00:00,6.34,0.34,clear-day,0,0,,Clear,31.88,1387684800,2.0,4.346,80.0,4.0,2.12
33.75,0.0,2013-12-22 13:00:00,4.56,0.29,clear-day,0,0,,Clear,33.75,1387688400,2.0,4.346,,2.01,1.04
35.68,0.5,2013-12-22 14:00:00,5.52,0.28,partly-cloudy-day,0,0,1031.0,Mostly Cloudy,35.68,1387692000,1.0,3.73,159.0,2.01,1.58
34.84,0.0,2013-12-22 15:00:00,6.23,0.3,clear-day,0,0,,Clear,34.84,1387695600,1.0,3.73,150.0,2.08,2.08
33.49,0.0,2013-12-22 16:00:00,6.95,0.32,clear-day,0,0,,Clear,33.49,1387699200,0.0,3.108,131.0,2.08,2.08
31.26,0.0,2013-12-22 17:00:00,9.42,0.39,clear-night,0,0,1031.0,Clear,31.26,1387702800,0.0,3.108,89.0,2.01,1.58
29.38,0.0,2013-12-22 18:00:00,10.73,0.45,clear-night,0,0,,Clear,29.38,1387706400,0.0,2.488,95.0,2.01,1.58
28.0,0.0,2013-12-22 19:00:00,11.87,0.5,clear-night,0,0,,Clear,28.0,1387710000,0.0,2.488,80.0,1.04,1.04
26.63,0.0,2013-12-22 20:00:00,12.62,0.55,clear-night,0,0,1031.39,Clear,26.63,1387713600,0.0,2.488,71.0,1.04,1.04
24.71,0.0,2013-12-22 21:00:00,12.29,0.59,fog,0,0,,Foggy,24.71,1387717200,0.0,1.862,,2.01,0.0
24.71,0.0,2013-12-22 22:00:00,11.62,0.57,fog,0,0,,Foggy,24.71,1387720800,0.0,1.862,,1.0,0.0
22.81,,2013-12-22 23:00:00,9.99,0.57,fog,0,0,1031.9,Foggy,22.81,1387724400,0.0,1.862,60.0,1.04,1.04
21.44,0.0,2013-12-23 00:00:00,8.9,0.58,fog,0,0,,Foggy,21.44,1387728000,0.0,1.862,20.0,2.01,1.04
17.18,0.0,2013-12-23 01:00:00,9.07,0.58,fog,0,0,,Foggy,21.44,1387731600,0.0,1.862,0.0,3.11,3.11
20.89,,2013-12-23 02:00:00,7.38,0.55,clear-night,0,0,1031.39,Clear,20.89,1387735200,0.0,2.488,350.0,2.08,2.08
20.07,0.0,2013-12-23 03:00:00,7.16,0.57,clear-night,0,0,,Clear,20.07,1387738800,0.0,3.108,330.0,2.08,2.08
14.19,0.0,2013-12-23 04:00:00,6.06,0.55,clear-night,0,0,,Clear,19.55,1387742400,0.0,4.346,320.0,3.65,3.65
15.32,,2013-12-23 05:00:00,7.47,0.54,clear-night,0,0,1031.11,Clear,21.73,1387746000,0.0,4.974,327.0,7.01,4.72
13.21,,2013-12-23 06:00:00,5.61,0.56,clear-night,0,0,,Clear,18.7,1387749600,0.0,4.974,350.0,4.99,3.65
14.06,,2013-12-23 07:00:00,5.6,0.52,clear-night,0,0,,Clear,20.62,1387753200,0.0,6.206,354.0,12.01,4.69
15.72,,2013-12-23 08:00:00,6.66,0.51,clear-night,0,0,1031.79,Clear,22.04,1387756800,,6.206,354.0,6.0,4.69
23.32,,2013-12-23 09:00:00,8.8,0.45,clear-night,0,0,,Clear,27.51,1387760400,,6.206,4.0,3.65,3.65
29.66,,2013-12-23 10:00:00,7.08,0.32,clear-night,0,0,,Clear,33.54,1387764000,,6.206,21.0,4.99,4.19
31.7,,2013-12-23 11:00:00,6.71,0.28,clear-night,0,0,1032.82,Clear,37.04,1387767600,,6.206,21.0,7.01,6.79
34.35,,2013-12-23 12:00:00,6.93,0.26,clear-night,0,0,,Clear,38.97,1387771200,,6.206,26.0,6.26,6.26
37.72,,2013-12-23 13:00:00,7.06,0.24,clear-night,0,0,,Clear,40.86,1387774800,,6.206,57.0,4.99,4.69
39.3,,2013-12-23 14:00:00,6.32,0.22,clear-night,0,0,1031.11,Clear,42.23,1387778400,,6.206,73.0,6.0,4.72
40.84,,2013-12-23 15:00:00,6.36,0.22,clear-night,0,0,,Clear,42.77,1387782000,,6.206,69.0,4.99,3.65
41.94,,2013-12-23 16:00:00,5.04,0.21,clear-night,0,0,,Clear,41.94,1387785600,,6.206,71.0,2.99,2.08
37.51,,2013-12-23 17:00:00,5.84,0.26,clear-night,0,0,1032.47,Clear,37.51,1387789200,0.0,6.206,150.0,2.08,2.08
32.97,,2013-12-23 18:00:00,6.71,0.3,clear-night,0,0,,Clear,35.36,1387792800,0.0,6.206,170.0,3.11,3.11
33.17,0.0,2013-12-23 19:00:00,8.08,0.34,clear-night,0,0,,Clear,33.17,1387796400,0.0,4.974,161.0,2.08,2.08
31.81,0.0,2013-12-23 20:00:00,9.89,0.39,clear-night,0,0,1034.72,Clear,31.81,1387800000,0.0,4.346,170.0,2.01,1.04
29.6,0.0,2013-12-23 21:00:00,10.57,0.44,clear-night,0,0,,Clear,29.6,1387803600,0.0,3.73,170.0,2.99,1.58
29.08,0.0,2013-12-23 22:00:00,11.77,0.48,clear-night,0,0,,Clear,29.08,1387807200,0.0,3.108,,1.04,1.04
26.32,,2013-12-23 23:00:00,11.02,0.52,clear-night,0,0,1035.69,Clear,26.32,1387810800,0.0,2.488,90.0,1.04,1.04
25.24,0.0,2013-12-24 00:00:00,10.44,0.53,clear-night,0,0,,Clear,25.24,1387814400,0.0,2.488,41.0,1.04,1.04
24.71,0.0,2013-12-24 01:00:00,10.4,0.54,clear-night,0,0,,Clear,24.71,1387818000,0.0,2.175,90.0,1.04,1.04
22.22,,2013-12-24 02:00:00,9.59,0.58,clear-night,0,0,1035.88,Clear,22.22,1387821600,0.0,2.175,11.0,1.04,1.04
21.98,0.0,2013-12-24 03:00:00,9.16,0.57,fog,0,0,,Foggy,21.98,1387825200,0.0,1.862,,2.99,0.0
21.15,0.0,2013-12-24 04:00:00,8.57,0.58,fog,0,0,,Foggy,21.15,1387828800,0.0,1.862,11.0,1.04,1.04
21.44,,2013-12-24 05:00:00,9.55,0.6,fog,0,0,1035.57,Foggy,21.44,1387832400,0.0,1.989,,2.01,0.0
20.07,0.0,2013-12-24 06:00:00,9.25,0.62,clear-night,0,0,,Clear,20.07,1387836000,0.0,2.175,20.0,2.08,2.08
19.55,0.0,2013-12-24 07:00:00,9.16,0.63,clear-night,0,0,,Clear,19.55,1387839600,0.0,2.796,0.0,2.08,2.08
19.55,0.75,2013-12-24 08:00:00,10.77,0.68,partly-cloudy-day,0,0,1036.32,Mostly Cloudy,19.55,1387843200,0.0,2.796,30.0,2.08,2.08
22.04,0.0,2013-12-24 09:00:00,11.02,0.62,clear-day,0,0,,Clear,22.04,1387846800,0.0,2.796,348.0,2.99,2.61
24.79,0.0,2013-12-24 10:00:00,12.7,0.6,clear-day,0,0,,Clear,24.79,1387850400,1.0,2.796,347.0,2.99,2.61
28.32,0.88,2013-12-24 11:00:00,13.07,0.52,cloudy,0,0,1036.5,Overcast,28.32,1387854000,1.0,2.796,0.0,2.08,2.08
31.34,0.0,2013-12-24 12:00:00,14.53,0.49,clear-day,0,0,,Clear,31.34,1387857600,2.0,2.175,,1.04,1.04
31.88,0.0,2013-12-24 13:00:00,15.79,0.51,fog,0,0,,Foggy,31.88,1387861200,2.0,1.989,77.0,2.99,1.58
33.23,0.88,2013-12-24 14:00:00,16.25,0.49,fog,0,0,1033.0,Foggy,33.23,1387864800,1.0,1.989,208.0,2.01,1.58
33.23,0.0,2013-12-24 15:00:00,16.71,0.5,fog,0,0,,Foggy,33.23,1387868400,1.0,1.74,116.0,2.01,1.58
32.42,0.0,2013-12-24 16:00:00,16.1,0.51,fog,0,0,,Foggy,32.42,1387872000,0.0,1.74,,1.04,1.04
30.74,0.88,2013-12-24 17:00:00,17.12,0.57,fog,0,0,1031.62,Foggy,30.74,1387875600,0.0,1.74,90.0,1.04,1.04
28.0,0.0,2013-12-24 18:00:00,16.55,0.62,fog,0,0,,Foggy,28.0,1387879200,0.0,1.74,350.0,4.99,2.61
28.0,0.0,2013-12-24 19:00:00,16.97,0.63,fog,0,0,,Foggy,28.0,1387882800,0.0,1.555,20.0,1.04,1.04
28.0,0.88,2013-12-24 20:00:00,17.16,0.63,fog,0,0,1031.79,Foggy,28.0,1387886400,0.0,1.555,1.0,2.99,2.61
26.92,0.0,2013-12-24 21:00:00,17.6,0.68,fog,0,0,,Foggy,26.92,1387890000,0.0,1.429,20.0,1.04,1.04
26.92,0.0,2013-12-24 22:00:00,17.6,0.68,fog,0,0,,Foggy,26.92,1387893600,0.0,1.244,20.0,2.01,1.04
25.01,,2013-12-24 23:00:00,17.1,0.72,fog,0,0,1031.51,Foggy,25.01,1387897200,0.0,1.244,,2.01,0.0
24.17,0.0,2013-12-25 00:00:00,16.25,0.71,fog,0,0,,Foggy,24.17,1387900800,0.0,1.244,11.0,2.08,2.08
23.33,0.0,2013-12-25 01:00:00,15.25,0.71,fog,0,0,,Foggy,23.33,1387904400,0.0,1.244,357.0,2.61,2.61
22.81,,2013-12-25 02:00:00,14.7,0.71,fog,0,0,1029.58,Foggy,22.81,1387908000,0.0,1.244,0.0,2.08,2.08
22.27,0.0,2013-12-25 03:00:00,15.42,0.75,fog,0,0,,Foggy,22.27,1387911600,0.0,1.244,0.0,2.08,2.08
22.27,0.0,2013-12-25 04:00:00,15.22,0.74,fog,0,0,,Foggy,22.27,1387915200,0.0,1.244,352.0,2.61,2.61
22.27,,2013-12-25 05:00:00,15.22,0.74,fog,0,0,1028.21,Foggy,22.27,1387918800,0.0,1.244,350.0,2.08,2.08
16.56,0.0,2013-12-25 06:00:00,13.4,0.72,fog,0,0,,Foggy,20.89,1387922400,0.0,1.244,330.0,3.11,3.11
21.44,0.0,2013-12-25 07:00:00,13.76,0.72,fog,0,0,,Foggy,21.44,1387926000,0.0,1.244,348.0,4.99,2.61
15.73,0.38,2013-12-25 08:00:00,13.56,0.73,fog,0,0,1028.78,Foggy,20.89,1387929600,0.0,1.244,357.0,4.0,3.65
16.34,0.0,2013-12-25 09:00:00,15.42,0.74,fog,0,0,,Foggy,22.56,1387933200,0.0,1.244,1.0,6.0,4.69
26.15,0.0,2013-12-25 10:00:00,17.41,0.69,fog,0,0,,Foggy,26.15,1387936800,1.0,1.555,0.0,2.08,2.08
